WORD,MEANING,GradeoA,AoArating
stomach ache,pain in the belly,2,4.47
funnies,comic strips,4,4.472338484848485
funniest,makes most jokes,2,4.472338484848485
funny,causes you to laugh,2,4.472338484848485
funny,"strange, odd",10,4.472338484848485
add,find the sum,2,4.47565
add,go on to say,8,4.47565
lap,part of body when seated,4,4.475733333333333
lap,to lick up,4,4.475733333333333
lap,once around track,6,4.475733333333333
lap,splash gently against,8,4.475733333333333
lap,part folded over,10,4.475733333333333
thank,show you appreciate,4,4.480448064516129
cut,to divide cards,2,4.480741935483872
cut,the piece chopped off,2,4.480741935483872
cut,to slice with knife,2,4.480741935483872
cut,to snub,4,4.480741935483872
cut,lowered price,4,4.480741935483872
cut,to stop,8,4.480741935483872
cut,skip classes,8,4.480741935483872
cut,to water down,12,4.480741935483872
cut,hurt someone's feelings,12,4.480741935483872
cut,to dissolve,12,4.480741935483872
cut,an engraving,13,4.480741935483872
cutting,"sharp, piercing",4,4.480741935483872
cutting,said to hurt,13,4.480741935483872
purr,cat sound,4,4.487024193548388
kid,a young child,2,4.487579462365591
kid,young goat,2,4.487579462365591
kid,joke with,4,4.487579462365591
kid,leather,13,4.487579462365591
kids,children,2,4.487579462365591
slow,without hurry,2,4.488056989247313
slow,not bright,10,4.488056989247313
hill,small  mountain,2,4.490893750000001
hill,ant's home,4,4.490893750000001
hill,pitcher's mound,10,4.490893750000001
wish,to want something,2,4.496367741935484
wish,the thing you want,4,4.496367741935484
wish,a desire,6,4.496367741935484
full,has all it can hold,2,4.4981406250000004
full,loosely fitted,12,4.4981406250000004
full,with much cloth,12,4.4981406250000004
kick,hit with foot,2,4.49892515625
kick,complain,6,4.49892515625
kick,recoil,12,4.49892515625
kicks,gets rid of,6,4.49892515625
kicks, thrills,6,4.49892515625
kicks,pleasures,8,4.49892515625
soda,an ice-cream drink,2,4.4995393939393935
soda,used in baking,6,4.4995393939393935
bunny,a rabbit,2,4.5
bunny,a night-club girl,6,4.5
friendlier,more friendly,2,4.5
friendly,being kind,2,4.5
friendly,helpful,4,4.5
friendly,favorable,12,4.5
oatmeal,a cereal,2,4.5
song,something to sing,2,4.500105208333334
song,the music of birds,2,4.500105208333334
song,short poem set to music,6,4.500105208333334
song,singing,10,4.500105208333334
bib,baby's napkin,2,4.500921875
cough,a throat tickle,4,4.500975161290323
winter,the coldest season,2,4.50129696969697
winter,to care for during the cold season,12,4.50129696969697
cute,"pretty, pleasing",2,4.503399999999999
cute,clever,6,4.503399999999999
bubble,soapy water ball,2,4.504464646464647
bubble,fanciful scheme,12,4.504464646464647
bubbles,,2,4.504464646464647
bubbling,boiling,2,4.504464646464647
fairies,imaginary beings,2,4.505808080808081
fairy,an imaginary being,2,4.505808080808081
stair,a step,4,4.508232291666666
farm,food-growing land,2,4.51294625
speak,to talk,2,4.513748958333333
spoke,did speak,2,4.513748958333333
spoke,part of wheel,4,4.513748958333333
spoken,said,4,4.513748958333333
taste,to get the flavor,2,4.515689247311828
taste,the flavor of food,2,4.515689247311828
taste,just a little,6,4.515689247311828
taste,good judgment,8,4.515689247311828
taste,llikes and dislikes,8,4.515689247311828
clock,tells time,2,4.517760416666667
clocks,decoration on socks,12,4.517760416666667
any,no special one,2,4.5183833333333325
any,some,2,4.5183833333333325
any,one of several,6,4.5183833333333325
same,equal,2,4.51925
same,just like it,2,4.51925
soon,before long,2,4.5202853125
sooner,earlier,2,4.5202853125
sooner,rather,8,4.5202853125
high,tall,2,4.525095
high,costs a lot,2,4.525095
high,above others,2,4.525095
high,way up,2,4.525095
high,a transmission gear,8,4.525095
high,slightly spoiled,12,4.525095
high,noble,12,4.525095
high,important,12,4.525095
high,almost drunk,12,4.525095
highs,high frequency pitches,12,4.525095
supermarket,very large store,4,4.53
sea,huge lake,2,4.531556666666667
scissors,things to cut with,2,4.5395393939393935
families,"fathers, mothers, children",2,4.54
family,persons related by birth,2,4.54
family,"father, mother, child",2,4.54
family,things of same kind,6,4.54
family,below order but above genus,13,4.54
hole,a small opening,2,4.5400775
hole,the cup for a golf ball,6,4.5400775
hole,a tough spot,12,4.5400775
buzz,a humming sound,2,4.542953125
buzz,"busy, noisy activity",2,4.542953125
buzz,a telephone call,4,4.542953125
buzz,swoop down on,12,4.542953125
swing,strike at ball,2,4.543143467741936
swing,to move back and forth,2,4.543143467741936
swing,"to move loosely, freely",2,4.543143467741936
swing,a seat which moves back and forth,2,4.543143467741936
swing,to hang down freely,6,4.543143467741936
swing,to hang down from above,8,4.543143467741936
swing,to be hanged,10,4.543143467741936
swing,a style of music,12,4.543143467741936
swinging,moving freely,4,4.543143467741936
swinging,moving along gaily,8,4.543143467741936
swung,moved back and forth,4,4.543143467741936
cowboy,rounds up cattle,2,4.55
pear,an apple-like fruit,2,4.5559140625
wheel,part of wagon or bicycle,2,4.559232258064516
wheel,round roller,4,4.559232258064516
wheel,important person,8,4.559232258064516
wheel,turn around quickly,8,4.559232258064516
wheeled,having wheels,4,4.559232258064516
right,directly,2,4.559981875
right,"correct, not wrong",2,4.559981875
right,exactly,4,4.559981875
right,opposite of left,4,4.559981875
right,"just, good",4,4.559981875
right,as it should be,4,4.559981875
right,to put in order,6,4.559981875
right,legal claim,8,4.559981875
right,conservative,12,4.559981875
right,has axis perpendicular to the base,12,4.559981875
pacifier,a nipple for quieting baby,6,4.56
sillier,more foolish,2,4.560343333333333
silly,foolish,2,4.560343333333333
swam,moved through water,2,4.561465948275862
swim,to move in the water,2,4.561465948275862
swim,to move as if by gliding,6,4.561465948275862
swim,to be flooded,8,4.561465948275862
swim,to whirl dizzily,12,4.561465948275862
swum,moved through water,6,4.561465948275862
after,looking for,2,4.561557272727272
after,later,2,4.561557272727272
after,following,4,4.561557272727272
after,chasing,4,4.561557272727272
after,close by,4,4.561557272727272
after,in the rear,10,4.561557272727272
after,in imitation of,13,4.561557272727272
parent,a father or other,2,4.562013030303031
parent,plant which produces young plants,12,4.562013030303031
word,a group of letters,4,4.562108124999999
word,the command,6,4.562108124999999
word,information,8,4.562108124999999
window,opening for light,2,4.562831313131313
meat,animal flesh,2,4.562969892473118
meat,part of nut,10,4.562969892473118
fast,very quick,2,4.565529999999999
fast,to do without food,6,4.565529999999999
fast,close,8,4.565529999999999
fast,holds tight,8,4.565529999999999
fast,loose and wild,10,4.565529999999999
fast,faithful,12,4.565529999999999
fast,won't fade,12,4.565529999999999
them,those people or things,2,4.56876
baker,makes bread,2,4.57
bang,loud noise,4,4.573103548387098
bang,a thrill,6,4.573103548387098
bangs,hair across forehead,4,4.573103548387098
naughty,bad,2,4.574592929292929
meal,roughly ground grain,2,4.576773440860215
meal,when food is served,4,4.576773440860215
jacket,a covering,2,4.582757575757576
jacket,a short coat,2,4.582757575757576
eyeball,all of the eye,4,4.58545
best,the most good,2,4.5886953125000005
best,to beat someone,10,4.5886953125000005
outside,outdoors,2,4.58881
outside,on the surface,4,4.58881
outside,out of the group,6,4.58881
outside,beyond limits of,6,4.58881
parties,fun and games,2,4.5898252525252525
party,a celebration,2,4.5898252525252525
party,political group,4,4.5898252525252525
party,person,10,4.5898252525252525
third,next after second,2,4.5951
third,3rd,2,4.5951
third, 1/3,8,4.5951
outdoor,for the open air,6,4.6
street,public road in a city,2,4.600627849462366
box,wood or paper container,2,4.6015875
box,"place for coach, batter, pitcher",4,4.6015875
box,fight,6,4.6015875
box,theater seats,8,4.6015875
box,slap on the ear,10,4.6015875
box,pitcher's mound,12,4.6015875
box,driver's seat,13,4.6015875
box,evergreen tree,14,4.6015875
wave,a ripple on water,2,4.6051821875
wave,hair curl,4,4.6051821875
wave,make hand signals,4,4.6051821875
wave,a rush of emotion,6,4.6051821875
wave,a steady increase,10,4.6051821875
wave,a line of attacking soldiers,12,4.6051821875
wave,a motion of vibrating particles,12,4.6051821875
gum,stuff to chew,2,4.6098125
gum,sticky paste,4,4.6098125
gum,kind of tree,6,4.6098125
gums,part of mouth,2,4.6098125
tomato,a red fruit,4,4.61
tomato,an attractive girl,12,4.61
our,belonging to us,4,4.61132125
front,the face part,2,4.616325
front,the foremost part,6,4.616325
front,to stand facing,8,4.616325
front,where cold and warm air meet,8,4.616325
front,near battle lines,8,4.616325
front,respectable appearance,10,4.616325
front,hides unlawful activity,13,4.616325
mat,-small floor covering,2,4.61703125
mat,flat cloth piece,8,4.61703125
mat,a dull finish,12,4.61703125
mat,to tangle,12,4.61703125
mats,molds for typecasting,12,4.61703125
matted,tangled,8,4.61703125
matted,with a dull finish,12,4.61703125
paint,to coat with color,2,4.618029375
paint,to make colored pictures,2,4.618029375
paint,stuff to color with,2,4.618029375
summer,"June, July, August",2,4.61869595959596
alphabet,set of letters,2,4.6198
alphabet,"A, B, C",4,4.6198
call,shout,2,4.620230937500001
call,to phone,2,4.620230937500001
call,announce,2,4.620230937500001
call,a visit,2,4.620230937500001
call,a bird's sound,2,4.620230937500001
call,give name to,6,4.620230937500001
call,name strike or ball,6,4.620230937500001
call,say it is,6,4.620230937500001
call,to demand payment,10,4.620230937500001
call,end game early,10,4.620230937500001
call,unit of a system,10,4.620230937500001
call,to challenge,12,4.620230937500001
calling,an impulse toward,8,4.620230937500001
calling,usual occupation,13,4.620230937500001
policeman,a law officer,2,4.623139999999999
take,to steal,2,4.625563333333333
take,to get or receive,2,4.625563333333333
take,"choose, select",2,4.625563333333333
take,get hold of,2,4.625563333333333
take,to accept,4,4.625563333333333
take,pick up and carry,4,4.625563333333333
take,to write down,4,4.625563333333333
take,to capture,4,4.625563333333333
take,the money received,8,4.625563333333333
take,to enroll in a course,8,4.625563333333333
take,to eat,10,4.625563333333333
take,to win,12,4.625563333333333
take,have effect,12,4.625563333333333
taken,pick up and carried,6,4.625563333333333
taken,"fooled, cheated",10,4.625563333333333
takes,"costs, requires",6,4.625563333333333
taking,catching,6,4.625563333333333
taking,attractive,12,4.625563333333333
took,carried away,4,4.625563333333333
button,round clothes fastener,2,4.627086868686869
button,a push-type switch,2,4.627086868686869
button,to fasten,2,4.627086868686869
button,a badge,6,4.627086868686869
button,the chin,12,4.627086868686869
button,a young mushroom,12,4.627086868686869
rattle,baby's toy,2,4.627326136363636
rattle,make sharp noises,2,4.627326136363636
rattle,to mix up,6,4.627326136363636
rattle,to talk fast,10,4.627326136363636
inside,the inner part,2,4.628349999999999
inside,not outside,2,4.628349999999999
inside,indoors,2,4.628349999999999
inside,within,4,4.628349999999999
inside,private,13,4.628349999999999
insides,internal organs,6,4.628349999999999
need,great want,2,4.629733655913978
need,to have to have,4,4.629733655913978
needs,must have,2,4.629733655913978
needs,has to,4,4.629733655913978
freezer,makes ice,2,4.63
squeaky,makes tiny noises,2,4.63
am,my being,2,4.6313699999999995
AM,amplitude modulation,12,4.6313699999999995
are,plural of is,2,4.6313699999999995
are,"used with you, we",2,4.6313699999999995
be,to exist,2,4.6313699999999995
been,"was, used to be",4,4.6313699999999995
being,existing,4,4.6313699999999995
being,existence,6,4.6313699999999995
being,a person,6,4.6313699999999995
is,now,2,4.6313699999999995
is,to be,6,4.6313699999999995
is,be alive,6,4.6313699999999995
is,3rd person singular,13,4.6313699999999995
was,used to be,2,4.6313699999999995
were,more than one have been,6,4.6313699999999995
were,used to be,6,4.6313699999999995
were,plural of was,6,4.6313699999999995
kite,a toy that flies,4,4.6325859375
kite,a bird,12,4.6325859375
lick,pass tongue over,2,4.635951612903225
lick,to whip,4,4.635951612903225
lick,a quick stroke,4,4.635951612903225
lick,to defeat,6,4.635951612903225
lick,a small amount,8,4.635951612903225
licking,a whipping,4,4.635951612903225
build,to develop,2,4.6370392741935476
build,put together,2,4.6370392741935476
build,body shape,4,4.6370392741935476
built,put together,4,4.6370392741935476
pen,fence in,2,4.6372338709677425
pen,a writing tool,2,4.6372338709677425
pen,a prison,8,4.6372338709677425
penned,fenced in,4,4.6372338709677425
hard,not easy to break,2,4.639054375
hard,not easy,2,4.639054375
hard,"solid, tough",4,4.639054375
hard,without sympathy,8,4.639054375
hard,"c and g in ""cargo""",8,4.639054375
hard,won't dissolve soap,10,4.639054375
hard,very alcoholic,12,4.639054375
pat,a light touch with the hand,2,4.6392500000000005
pat,a light tap,2,4.6392500000000005
pat,to stroke,2,4.6392500000000005
pat,just right,8,4.6392500000000005
pat,to shape with hands,8,4.6392500000000005
shiny,bright or glossy,4,4.641450000000001
trash,waste material,2,4.6450172413793105
ridden,did ride,6,4.6455775
ride,"travel in car, train",2,4.6455775
ride,a trip by car or horse,2,4.6455775
ride,go on horseback,4,4.6455775
ride,to annoy,8,4.6455775
riding,traveling,2,4.6455775
rode,went in car or train,2,4.6455775
another,one added,2,4.64812
another,a different one,4,4.64812
anything,no special thing,2,4.64812
anything,doesn't matter what,4,4.64812
anything,any object,4,4.64812
tomorrow,the coming day,2,4.64812
your,belonging to you,2,4.64812
sailboat,goes on water,2,4.65
striped,marked with colored bands,4,4.65
breathe,to take in air,2,4.654781041666666
burn,damage by fire,2,4.661860416666667
burn,to tingle,10,4.661860416666667
burn,get electric chair,12,4.661860416666667
burnt,ruined by fire,2,4.661860416666667
baseball,bat and ball game,2,4.664090909090909
baseball,ball for game,2,4.664090909090909
beach,seaside,2,4.664511458333333
beach,to run ashore,2,4.664511458333333
hid,put out of sight,2,4.669366666666667
hidden,out of sight,2,4.669366666666667
hide,put out of sight,2,4.669366666666667
hide,animal skin,4,4.669366666666667
hiding,a beating,13,4.669366666666667
fridge,refrigerator,12,4.67
piggy,a small hog,4,4.67
spaceship,manned rocket,2,4.67
ticklish,easy to tickle,4,4.67
ticklish,delicate,8,4.67
light,what you see by,2,4.670701041666667
light,not heavy,4,4.670701041666667
light,to start the fire,4,4.670701041666667
light,pale in color,4,4.670701041666667
light,small in amount,6,4.670701041666667
light,come to rest,8,4.670701041666667
light,graceful,8,4.670701041666667
light,not serious,8,4.670701041666667
light,cheerful,10,4.670701041666667
lights,the lungs of animals,13,4.670701041666667
lit,burning,4,4.670701041666667
lit,landed,6,4.670701041666667
leaf,part of a tree,2,4.670731182795699
leaf,a sheet of paper,6,4.670731182795699
leaf,for extending table,8,4.670731182795699
leaf,very  thin metal,12,4.670731182795699
leaf,turn pages,12,4.670731182795699
soup,a liquid food,2,4.67437484375
loud,very noisy,2,4.67783247311828
loud,too flashy,8,4.67783247311828
granddaughter,children's daughter,4,4.68
goat,sheep-like animal with horns,2,4.681701129032258
goat,takes the blame,12,4.681701129032258
seat,the part you sit on,2,4.684181250000001
seat,chair or stool,2,4.684181250000001
seat,part of a pair of pants,4,4.684181250000001
seat,the location,8,4.684181250000001
seat,membership,10,4.684181250000001
lain,rested in lying position,6,4.684570624999999
lain,been resting,8,4.684570624999999
lay,to put down,4,4.684570624999999
lay,produce eggs,6,4.684570624999999
lay,to impose,8,4.684570624999999
lay,not a particular profession,12,4.684570624999999
lay,a short song,13,4.684570624999999
lay,not the clergy,14,4.684570624999999
lie,rest flat,4,4.684570624999999
lie,untrue statement,4,4.684570624999999
Lied,a song,12,4.684570624999999
lies,is placed,6,4.684570624999999
lies,is buried,6,4.684570624999999
lies,is located,6,4.684570624999999
lying,stretched out flat,4,4.684570624999999
lying,not telling the truth,4,4.684570624999999
knew,was sure about,4,4.685077956989248
know,be sure of,2,4.685077956989248
know,to have experience with,2,4.685077956989248
know,to understand,2,4.685077956989248
know,be skilled,4,4.685077956989248
know,to recognize,4,4.685077956989248
know,to have information,4,4.685077956989248
knowing,very smart,2,4.685077956989248
known,not strange,2,4.685077956989248
known,certain,4,4.685077956989248
bat,hard blow,2,4.6859301075268815
bat,ball-player's stick,2,4.6859301075268815
bat,small flying animal,4,4.6859301075268815
bat,wild good time,14,4.6859301075268815
bats,crazy,12,4.6859301075268815
batting,quilt filling,13,4.6859301075268815
stone,rock,2,4.688852083333334
stone,to throw rocks at,8,4.688852083333334
stone,a grave marker,8,4.688852083333334
stone,a fruit seed,10,4.688852083333334
stone,a jewel,10,4.688852083333334
stones,"formations in kidneys, etc.",8,4.688852083333334
grape,fruit from vine,2,4.692532291666667
grapes,,2,4.692532291666667
snowball,a ball of snow,2,4.69406
snowball,to grow larger quickly,12,4.69406
okay,all right,2,4.694279696969697
elbow,joint of the arm,2,4.694861616161616
elbow,push aside,8,4.694861616161616
elbow,pipe fitting,12,4.694861616161616
bowl,deep dish,2,4.6959743750000005
bowl,to roll a ball,4,4.6959743750000005
bowl,play tenpins,6,4.6959743750000005
bowl,outdoor stadium,6,4.6959743750000005
bowls,game in which a ball is rolled,12,4.6959743750000005
dish,plate for food,2,4.696320833333334
dish,special food,8,4.696320833333334
dish,attractive girl,8,4.696320833333334
dish,type of radar antenna,13,4.696320833333334
dishes,plates for food,2,4.696320833333334
rice,white flaky food,2,4.697233333333334
tall,high,2,4.69784328125
garden,planting place,2,4.697921136363636
garden,to grow plants,2,4.697921136363636
garden,public animal or plant plant,4,4.697921136363636
cutie,good-looking girl,6,4.7
doorknob,for opening door,2,4.7
elephant,largest land animal,2,4.7019
goldfish,yellow fish,2,4.702565
wear,to have on,4,4.70449375
wear,clothes,6,4.70449375
wear,to rub smooth,8,4.70449375
wear,damage from use,8,4.70449375
wear,to hold up well,10,4.70449375
wearing,exhausting,8,4.70449375
wore,had on body,4,4.70449375
wore,damaged by rubbing,6,4.70449375
wore,held up well,10,4.70449375
worn,has been used before,2,4.70449375
worn,had on body,6,4.70449375
worn,tired,8,4.70449375
pocket,holds things,2,4.705725252525252
pocket,cause sudden drop of airplane,8,4.705725252525252
pocket,to steal,12,4.705725252525252
itch,scratch skin,2,4.708775
itch,a desire,10,4.708775
mummy,ancient Egyptial body,4,4.708937373737374
mummy,mother,8,4.708937373737374
before,earlier in time,2,4.716991818181818
before,some time ago,4,4.716991818181818
before,in front of,4,4.716991818181818
before,rather than,12,4.716991818181818
stand,to be on your feet,2,4.717653225806451
stand,to place upright,2,4.717653225806451
stand,a place for sales,4,4.717653225806451
stand,to stay,4,4.717653225806451
stand,a piece of furniture,6,4.717653225806451
stand,to put up with,6,4.717653225806451
stand,to stay in force,8,4.717653225806451
stand,the witness box,8,4.717653225806451
stand,a stop,12,4.717653225806451
standing,position,4,4.717653225806451
standing,the ranking of the team,10,4.717653225806451
standing,status,12,4.717653225806451
stands,outdoor seats for games,6,4.717653225806451
stands,is located,6,4.717653225806451
stood,did stand,4,4.717653225806451
park,a place for enjoyment,2,4.717922187499999
park,to leave a car in place,2,4.717922187499999
park,"a large, wooded area",4,4.717922187499999
park,to deposit,10,4.717922187499999
fishing,getting fish with a hook,2,4.72
mailman,letter carrier,2,4.72
mitten,glove without fingers,2,4.72
mittens,,2,4.72
peanuts,unimportant items,8,4.72
peanuts,small amount of money,10,4.72
splinter,"thin, sharp piece",4,4.72
knife,a cutting tool,2,4.720134408602151
knife,to stab,6,4.720134408602151
knife,to strike at secretly,12,4.720134408602151
knives,cutting tools,2,4.720134408602151
very,"much, greatly",2,4.7205174242424235
very,exactly,6,4.7205174242424235
very,absolute,8,4.7205174242424235
when,at what time?,2,4.721970625
when,considering that,12,4.721970625
butter,dairy product,2,4.7233571969696975
from,because of,2,4.723885
from,out of,2,4.723885
from,starting at,4,4.723885
from,of,6,4.723885
bump,to hit against,2,4.73755
bump,a lump on the head,2,4.73755
head,from neck up,2,4.73776056451613
head,main chief,4,4.73776056451613
head,a cabbage or lettuce,4,4.73776056451613
head,leader,4,4.73776056451613
head,the top or front part,4,4.73776056451613
head,person or animal counted,4,4.73776056451613
head,take a certain direction,6,4.73776056451613
head,the starting point,8,4.73776056451613
head,main part of a tool,8,4.73776056451613
head,pay attention,8,4.73776056451613
head,the foam on beer,8,4.73776056451613
head,"short for ""headmaster""",10,4.73776056451613
head,a topic or title,10,4.73776056451613
head,the pressure of a gas,12,4.73776056451613
head,a heading,12,4.73776056451613
head,round-shaped,12,4.73776056451613
heading,a title,4,4.73776056451613
heads,top side of coin,4,4.73776056451613
then,next,2,4.738076935483871
then,at that time,4,4.738076935483871
then,after that,4,4.738076935483871
then,at another time,6,4.738076935483871
then,besides,6,4.738076935483871
then,therefore,8,4.738076935483871
then,on the other hand,10,4.738076935483871
cereal,grain for food,2,4.73925
auntie,"pet name for ""aunt""",6,4.74
Thanksgiving,a November holiday,2,4.74
thanksgiving,thanking God for blessings,2,4.74
unsafe,dangerous,2,4.74
doings,things done,4,4.740872727272727
drawing,the art of sketching,2,4.740872727272727
drawing,a picture,2,4.740872727272727
frozen,hard with cold,4,4.740872727272727
step,putting one foot in front of the other,2,4.741713306451613
step,a stair,2,4.741713306451613
step,a way of walking,2,4.741713306451613
step,to move the feet,2,4.741713306451613
step,a stage or grade,8,4.741713306451613
step,a degree of the scale,12,4.741713306451613
mess,all mixed up,2,4.742618749999999
mess,"dirty, untidy condition",6,4.742618749999999
mess,fool around with,6,4.742618749999999
mess,a batch,6,4.742618749999999
mess,soldier's meal,6,4.742618749999999
peach,a juicy yellow-skinned fruit,2,4.742621505376344
peach,a yellow-pink color,4,4.742621505376344
peach,attractive person,6,4.742621505376344
football,an oval-shaped ball,2,4.743592929292929
football,a game,2,4.743592929292929
people,human beings,2,4.744121212121212
peopled,inhabited,10,4.744121212121212
feather,outgrowth on birds,2,4.745884848484849
feather,bird-wing material,2,4.745884848484849
feather,adjust blade,13,4.745884848484849
puppet,a strong-operated doll,2,4.749090909090909
puppet,a person controlled by others,6,4.749090909090909
learn,to find out,2,4.749257291666667
learn,to memorize,4,4.749257291666667
learned,found out,2,4.749257291666667
learned,has much knowledge,4,4.749257291666667
learning,acquired knowledge,4,4.749257291666667
learnt,learned,6,4.749257291666667
sank,went under water,2,4.751959032258064
sink,to go under water,2,4.751959032258064
sink,go down,2,4.751959032258064
sink,for washing dishes,2,4.751959032258064
sink,shoot down,6,4.751959032258064
sink,to dig,12,4.751959032258064
sink,to invest money  unprofitably,12,4.751959032258064
sink,an evil place,13,4.751959032258064
sink,to invest money profitably,14,4.751959032258064
sunk,the past of sink,2,4.751959032258064
sunk,sent to the bottom,4,4.751959032258064
twelve,12,4,4.7559240625
yogurt,food made from milk,2,4.756266666666667
river,stream of water,2,4.756410151515151
glove,covering for hands,2,4.757082291666666
glove,used in sports,6,4.757082291666666
gloves,,2,4.757082291666666
far,a long way,2,4.7578384375
farther,more far,2,4.7578384375
farthest,greatest distance,4,4.7578384375
further,at a greater distance,2,4.7578384375
further,to help along,6,4.7578384375
further,additional,6,4.7578384375
furthest,at greatest distance,2,4.7578384375
made,built,2,4.759424166666666
made,caused to,4,4.759424166666666
make,gain or earn,2,4.759424166666666
make,equal,4,4.759424166666666
make,to create,6,4.759424166666666
make,to cause,8,4.759424166666666
make,brand or kind,10,4.759424166666666
make,be enough for,12,4.759424166666666
make,cause the success of,12,4.759424166666666
make,win a position on,12,4.759424166666666
make,reach a place,12,4.759424166666666
makes,adds up to,4,4.759424166666666
shut,close,4,4.762716666666667
shut,closed,4,4.762716666666667
pudding,kind of food,2,4.765436363636363
shout,a loud cry,4,4.767339375
farmer,a food grower,2,4.767762929292929
nut,silly person,2,4.7698125000000005
nut,hard-shelled food,2,4.7698125000000005
nut,fits on bolt,10,4.7698125000000005
nut,hard problem,12,4.7698125000000005
nuts,it's crazy,2,4.7698125000000005
coin,round metal money,2,4.7719458333333336
coin,to make coins,4,4.7719458333333336
coin,invent words,13,4.7719458333333336
twinkle,to shine,6,4.7722303030303035
twinkle,to move quickly and lightly,12,4.7722303030303035
twinkling,an instant,12,4.7722303030303035
circle,a ring,2,4.772843939393939
circle,to draw a ring around,2,4.772843939393939
circle,to move in a ring around,2,4.772843939393939
circle,to surround,4,4.772843939393939
circle,social group,8,4.772843939393939
circle,completed series,12,4.772843939393939
slid,moved along smoothly,2,4.7736615625
slide,to skim over ice,2,4.7736615625
slide,to move smoothly,2,4.7736615625
slide,to slip,2,4.7736615625
slide,fallen earth and rock,6,4.7736615625
slide,glass for a microscope,6,4.7736615625
slide,picture for projection,6,4.7736615625
slide,part of a trombone,8,4.7736615625
slide,a grace note,12,4.7736615625
plant,to put in ground,2,4.77459625
plant,a flower or vegetable,2,4.77459625
plant,factory,6,4.77459625
plant,to place,8,4.77459625
plant,a scheme to trap,12,4.77459625
turn,make it go round,2,4.77524
turn,time to do it,2,4.77524
turn,change direction,4,4.77524
turn,a change,4,4.77524
turn,change into,6,4.77524
turn,your time to choose,8,4.77524
turn,walk,8,4.77524
turn,"to spoil, sour",12,4.77524
turn,to shape on a lathe,12,4.77524
donkey,a jackass,2,4.775548989898989
listen,try to hear,2,4.77983898989899
ghost,dead person's spirit,4,4.779996874999999
ghost,echo of a TV image,12,4.779996874999999
cheeseburger,hamburger with cheese,2,4.78
ground,to hit bottom or shore,2,4.78105109375
ground,the earth's surface,2,4.78105109375
ground,soil or earth,2,4.78105109375
ground,"the past of ""grind""",4,4.78105109375
ground,electrical connection,8,4.78105109375
ground,to establish,10,4.78105109375
ground,to base,12,4.78105109375
grounded,suspended from flying,6,4.78105109375
grounds,lawns and gardents,2,4.78105109375
grounds,waste from coffee,4,4.78105109375
grounds,reasons,8,4.78105109375
blew,did blow,2,4.7812729166666665
blow,puff and pant,2,4.7812729166666665
blow,strong wind,2,4.7812729166666665
blow,push out air,2,4.7812729166666665
blow,a hard hit,4,4.7812729166666665
blow,cause heavy wind,4,4.7812729166666665
blow,make a sound,6,4.7812729166666665
blow,to explode,6,4.7812729166666665
blow,to brag,8,4.7812729166666665
blow,make a mistake,8,4.7812729166666665
blow,spend money freely,8,4.7812729166666665
blow,to waste,12,4.7812729166666665
blow,leave suddenly,12,4.7812729166666665
blow,to treat,14,4.7812729166666665
blown,pushed by air,4,4.7812729166666665
blown,burst into bloom,10,4.7812729166666665
glass,a breakable material,2,4.781365376344085
glass,for drinking,2,4.781365376344085
glass,a mirror,4,4.781365376344085
glass,shiny surface,6,4.781365376344085
glass,a telescope,12,4.781365376344085
glasses,help eyes to see,2,4.781365376344085
shampoo,to wash the hair,2,4.782296969696969
shampoo,hair-wash liquid,2,4.782296969696969
angry,mad,2,4.783644924242424
money,dollars and cents,2,4.7869646464646465
monies,sums of money,14,4.7869646464646465
threw,tossed,2,4.788330208333334
throw,toss,2,4.788330208333334
throw,"to cast, as a light",6,4.788330208333334
throw,a pitch,6,4.788330208333334
throw,"give, as a party",8,4.788330208333334
throw,to upset,12,4.788330208333334
throw,"scarf, a light covering",12,4.788330208333334
throw,play to lose,12,4.788330208333334
thrown,pitched like a ball,2,4.788330208333334
born,came to life,2,4.788873333333332
born,by nature,8,4.788873333333332
meanie,mean person,4,4.79
above,over and beyond,2,4.791637727272727
above,more than,2,4.791637727272727
above,"higher than, overhead",2,4.791637727272727
above,better than,4,4.791637727272727
above,just written,8,4.791637727272727
pool,a little pond,2,4.795458064516129
pool,a game,4,4.795458064516129
pool,tank of water,6,4.795458064516129
pool,put together,10,4.795458064516129
rug,a floor cover,2,4.7971031250000005
unwrap,take off covers,2,4.8
vanilla,flavoring,4,4.8
vanilla,bean of a tropical plant,8,4.8
chalk,crayon for blackboard,2,4.802020833333334
chalk,shell limestone,10,4.802020833333334
wait,stay for someone,2,4.8040975
wait,put off,6,4.8040975
waiting,staying till it happens,2,4.8040975
ours,belongs to us,2,4.806279999999999
yesterday,the day before today,2,4.806279999999999
yesterday,the recent past,8,4.806279999999999
feel,to search by touch,2,4.80646
feel,to touch with hands,2,4.80646
feel,to sense,4,4.80646
feel,have an emotion,4,4.80646
feel,have sympathy,6,4.80646
feel,to believe,8,4.80646
felt,was feeling,2,4.80646
felt,kind of cloth,4,4.80646
felt,to press into a mat,12,4.80646
afraid,scared,2,4.8067541414141415
bug,insect,2,4.8084075
bug,to irritate,6,4.8084075
bug,a disease,8,4.8084075
bug,listening device,8,4.8084075
bug,to eavesdrop electronically,8,4.8084075
bug,a defect,10,4.8084075
bug,a cold,12,4.8084075
bug,interested fan,13,4.8084075
